field_filter,hobby_coding,hobby_gaming,hobby_reading,hobby_writing,hobby_music,hobby_drawing_art,hobby_sports,hobby_cooking,hobby_photography,hobby_travel,hobby_science_experiments,hobby_volunteering,hobby_debating,hobby_robotics,hobby_fashion,hobby_business_trading,grade_math,grade_science,grade_lang,grade_social,grade_cs,score_analytical,score_numeric,score_verbal,score_creative,score_social,top_career_1,top_career_2,top_career_3,top_career_4,top_career_5
Fashion,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,44,79,86,86,68,57,42,100,76,64,Cosmetologist,Fashion Designer,Textile Designer,Makeup Artist,Fashion Stylist
Marine,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,54,40,52,56,52,77,67,47,42,70,Marine Engineer,Ship Captain,Marine Biologist,Naval Architect,Oceanographer
all,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,75,38,62,71,67,57,52,66,58,97,Social Worker,School Teacher,Professor,Special Education Teacher,Social Welfare Officer
Business & Finance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,89,87,76,79,82,87,87,72,55,73,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Forensics,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,75,55,98,78,55,81,69,91,26,69,Forensic Scientist,Criminologist,Crime Scene Investigator,Forensic Psychologist,Digital Forensics Analyst
Law & Government,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,57,64,84,95,65,90,56,86,58,87,Social Welfare Officer,Lawyer / Advocate,Judge,Legal Advisor,Public Prosecutor
all,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,55,67,52,81,59,50,55,61,74,71,Investment Banker,Auditor,Management Consultant,Banking Officer,Digital Marketing Specialist
all,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,82,75,49,28,39,74,86,54,40,54,Data Analyst,Data Scientist,Cybersecurity Analyst,Network Engineer,Cloud Engineer
all,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,51,68,72,60,75,54,46,59,69,64,Animator,Film Director,Video Editor,Journalist,Content Writer
all,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69,71,97,70,64,79,86,87,53,50,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
all,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,90,73,90,82,82,86,75,62,68,100,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
Biotech,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,91,76,59,47,80,63,84,56,74,68,Tourism Manager,Real Estate Manager,Biomedical Engineer,Food Technologist,Biotechnologist
all,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,66,67,83,59,72,82,65,74,66,68,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Hospitality,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,63,86,63,73,75,57,66,68,95,79,Hotel Manager,Event Manager,Airline Manager,Wedding Planner,NGO Program Manager
Hospitality,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,70,81,74,53,49,28,94,75,69,70,Hotel Manager,Event Manager,Airline Manager,Wedding Planner,NGO Program Manager
Space Science,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,77,67,70,66,70,86,75,82,67,47,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
all,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,88,73,86,92,83,91,68,82,75,98,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Media & Creative,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,60,91,93,63,83,73,60,75,96,66,Public Relations Manager,Graphic Designer,Animator,Film Director,Video Editor
all,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,71,77,47,34,61,60,81,36,77,37,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
all,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,86,35,68,60,53,91,72,64,26,38,Data Analyst,Data Scientist,Cybersecurity Analyst,Database Administrator,Systems Analyst
Business & Finance,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,58,64,84,65,61,61,55,84,51,70,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
all,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,68,63,49,37,44,75,67,53,46,48,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
all,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,92,63,67,76,67,100,82,76,66,54,Public Relations Manager,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer
Sports / Fitness,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,66,77,83,79,73,60,56,80,93,75,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
all,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,100,72,80,61,80,100,87,83,69,54,Public Relations Manager,IT Project Manager,Training Manager,Accountant,Chartered Accountant (CA)
Law & Government,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,56,25,59,56,74,72,25,65,52,58,Lawyer / Advocate,Judge,Legal Advisor,Public Prosecutor,Civil Services Officer
Fashion,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,75,65,72,59,68,59,49,67,86,58,Cosmetologist,Fashion Designer,Textile Designer,Makeup Artist,Fashion Stylist
Fashion,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,40,52,71,60,71,49,40,67,78,77,Fashion Designer,Textile Designer,Makeup Artist,Cosmetologist,Fashion Stylist
Defense,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,81,84,78,79,68,64,78,76,77,82,Navy Officer,Army Officer,Air Force Officer,Defense Scientist,Coast Guard Officer
Sports / Fitness,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,39,79,76,63,85,56,49,69,81,64,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
all,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47,61,76,82,92,75,24,81,100,64,UI/UX Designer,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager
Forensics,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,66,58,81,79,67,63,66,70,52,97,Criminologist,Forensic Scientist,Crime Scene Investigator,Forensic Psychologist,Digital Forensics Analyst
Healthcare,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,45,48,41,82,58,84,31,67,71,89,Social Worker,Doctor,Nurse,Pharmacist,Medical Lab Technologist
all,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,35,53,63,66,61,9,54,49,78,90,IT Support Specialist,Technical Consultant,Ethical Hacker,Game Tester,Esports Player
Marine,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,73,70,64,77,74,55,85,67,65,65,Ship Captain,Marine Engineer,Marine Biologist,Naval Architect,Oceanographer
Research,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,68,85,71,68,81,95,86,69,71,51,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
all,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,65,56,77,81,55,86,66,74,45,95,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Space Science,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,78,60,52,77,70,79,81,61,65,75,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
Biotech,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,82,71,57,61,86,73,85,44,80,54,Biomedical Engineer,Agricultural Scientist,Food Technologist,Biotechnologist,Microbiologist
Design,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,67,89,81,46,72,56,70,66,98,61,Architect,Urban Planner,Interior Designer,Industrial Designer,Graphic Designer
all,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,58,62,49,69,49,66,60,62,69,69,Public Relations Manager,Animator,Film Director,Video Editor,Journalist
all,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,71,52,90,100,78,73,42,94,71,81,Social Worker,School Teacher,Professor,Special Education Teacher,Social Welfare Officer
all,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,65,57,46,46,44,70,67,42,52,72,Public Relations Manager,Animator,Film Director,Video Editor,Journalist
all,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,63,52,70,95,63,75,75,83,54,89,IT Project Manager,Public Relations Manager,Training Manager,Accountant,Chartered Accountant (CA)
all,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,74,82,49,69,95,91,90,68,83,58,Data Analyst,Data Scientist,Cybersecurity Analyst,Database Administrator,Systems Analyst
all,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,97,60,64,71,57,84,76,70,39,77,IT Project Manager,Training Manager,Accountant,Chartered Accountant (CA),Marketing Manager
Fashion,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,71,83,44,63,65,46,75,56,93,98,Fashion Designer,Textile Designer,Makeup Artist,Cosmetologist,Fashion Stylist
Hospitality,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,46,57,83,65,63,52,57,82,85,77,Hotel Manager,Event Manager,Airline Manager,Wedding Planner,NGO Program Manager
Healthcare,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,67,51,42,64,65,70,65,55,54,90,Doctor,Nurse,Pharmacist,Medical Lab Technologist,Medical Researcher
Space Science,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85,79,36,46,93,95,77,50,68,38,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
all,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,81,64,94,75,48,67,76,73,60,99,IT Project Manager,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager
Space Science,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,75,76,49,51,82,91,92,50,72,43,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
Forensics,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,87,72,44,55,76,93,73,58,62,49,Forensic Scientist,Criminologist,Crime Scene Investigator,Forensic Psychologist,Digital Forensics Analyst
all,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61,57,46,58,70,66,53,37,76,85,IT Support Specialist,Technical Consultant,Ethical Hacker,Game Tester,Esports Player
Hospitality,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,68,59,79,81,77,52,77,83,78,84,Hotel Manager,Event Manager,Airline Manager,Wedding Planner,NGO Program Manager
Defense,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,93,63,68,56,73,90,77,58,77,63,Defense Scientist,Navy Officer,Army Officer,Air Force Officer,Coast Guard Officer
IT & Computer,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,79,72,58,67,69,74,89,60,76,59,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
Defense,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40,48,48,64,48,58,50,56,66,80,Navy Officer,Army Officer,Air Force Officer,Defense Scientist,Coast Guard Officer
all,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,95,90,45,52,99,91,80,46,92,65,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
all,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,66,65,81,51,62,81,82,70,61,49,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
all,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,80,73,53,43,69,80,70,55,68,55,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
Biotech,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,49,74,69,53,72,76,55,66,74,56,Food Technologist,Biotechnologist,Microbiologist,Geneticist,Marine Biologist
all,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,71,92,58,67,59,59,77,70,78,78,IT Project Manager,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager
Sports / Fitness,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,59,46,57,96,40,61,46,63,47,88,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
Biotech,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,60,50,66,64,55,71,47,72,66,44,Food Technologist,Biotechnologist,Microbiologist,Geneticist,Marine Biologist
all,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,63,68,49,53,97,90,77,41,61,56,Software Developer,Web Developer,Mobile App Developer,Network Engineer,Cloud Engineer
all,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,50,34,81,100,60,54,33,91,61,86,Social Worker,School Teacher,Professor,Special Education Teacher,Social Welfare Officer
Business & Finance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,65,65,68,87,48,61,88,70,63,89,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
all,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,79,64,80,100,55,73,78,100,59,84,IT Project Manager,Public Relations Manager,Training Manager,Accountant,Chartered Accountant (CA)
all,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,76,98,77,97,71,62,77,98,92,67,Public Relations Manager,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager
all,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,72,57,63,67,75,94,55,63,69,84,Doctor,Nurse,Pharmacist,Medical Lab Technologist,Medical Researcher
Engineering,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,71,78,46,73,51,96,93,49,41,61,Civil Engineer,Mechanical Engineer,Electrical Engineer,Electronics Engineer,Chemical Engineer
Business & Finance,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,79,74,84,78,66,56,83,70,65,80,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Fashion,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,63,94,94,70,85,40,72,87,90,80,Fashion Designer,Textile Designer,Makeup Artist,Cosmetologist,Fashion Stylist
all,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,74,43,82,59,82,85,68,86,76,60,Public Relations Manager,Animator,Film Director,Video Editor,Journalist
all,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,85,81,74,37,86,93,79,73,77,37,Software Developer,Web Developer,Mobile App Developer,Network Engineer,Cloud Engineer
all,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,66,64,50,50,69,92,40,61,65,33,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
all,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,78,36,69,84,58,86,50,56,55,86,IT Support Specialist,Technical Consultant,Ethical Hacker,Game Tester,Esports Player
Space Science,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,70,78,44,34,64,82,79,55,69,45,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
all,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,50,36,80,88,49,61,33,75,53,87,Social Worker,School Teacher,Professor,Special Education Teacher,Social Welfare Officer
Defense,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,65,35,63,78,41,52,58,66,40,70,Navy Officer,Army Officer,Air Force Officer,Defense Scientist,Coast Guard Officer
all,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,47,65,59,79,64,53,46,55,85,75,Investment Banker,Auditor,Management Consultant,Banking Officer,Digital Marketing Specialist
all,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,94,77,80,55,75,86,87,69,67,75,Public Relations Manager,IT Project Manager,Training Manager,Accountant,Chartered Accountant (CA)
IT & Computer,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,70,76,48,46,79,77,87,50,56,42,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
Education,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,69,50,100,81,47,69,67,93,46,74,Training Manager,School Teacher,Professor,Special Education Teacher,College Lecturer
Biotech,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,99,89,56,50,57,69,92,58,74,31,Agricultural Scientist,Environmental Scientist,Biomedical Engineer,Food Technologist,Biotechnologist
all,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,70,65,32,68,74,75,68,52,79,56,Investment Banker,Auditor,Management Consultant,Banking Officer,Digital Marketing Specialist
Education,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,61,61,95,61,58,53,49,82,59,79,School Teacher,Professor,Special Education Teacher,College Lecturer,Academic Counselor
all,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,65,52,47,66,89,82,62,55,74,80,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
all,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,94,88,41,68,59,73,92,41,51,60,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
all,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,36,58,49,65,60,38,36,57,85,57,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager,VFX Artist
Science,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,62,71,40,33,60,72,81,35,59,33,Physicist,Chemist,Mathematician,Statistician,Geologist
Healthcare,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,49,65,89,72,55,80,69,74,28,64,Doctor,Nurse,Pharmacist,Medical Lab Technologist,Medical Researcher
all,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64,59,63,70,66,97,68,55,40,78,IT Project Manager,Data Analyst,Data Scientist,Cybersecurity Analyst,Network Engineer
Defense,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,78,63,64,48,74,83,67,48,72,67,Navy Officer,Army Officer,Air Force Officer,Defense Scientist,Coast Guard Officer
all,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,75,75,73,58,88,79,81,64,69,48,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
Business & Finance,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,75,80,94,78,81,75,91,71,95,69,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
IT & Computer,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,76,57,100,92,55,87,65,88,39,80,IT Project Manager,Data Analyst,Data Scientist,Cybersecurity Analyst,Database Administrator
Sports / Fitness,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,52,78,63,72,67,39,71,64,71,56,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
Aviation,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80,65,84,75,41,67,79,88,43,65,Aircraft Maintenance Engineer,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher
Space Science,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,88,63,44,57,65,75,91,55,59,43,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
all,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,71,98,49,57,72,61,90,44,75,51,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
all,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,61,67,68,100,45,56,66,72,47,87,IT Project Manager,Public Relations Manager,Doctor,Nurse,Pharmacist
Biotech,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,79,78,42,39,63,57,70,54,87,39,Biomedical Engineer,Food Technologist,Biotechnologist,Microbiologist,Geneticist
all,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,68,70,58,59,63,61,51,56,100,64,Investment Banker,Auditor,Management Consultant,Banking Officer,Digital Marketing Specialist
Education,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,31,66,97,65,61,39,62,91,62,76,School Teacher,Professor,Special Education Teacher,Training Manager,College Lecturer
Forensics,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,93,76,54,46,66,80,71,69,86,40,Forensic Scientist,Criminologist,Crime Scene Investigator,Forensic Psychologist,Digital Forensics Analyst
all,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,76,50,60,71,44,87,81,67,22,76,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Design,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,59,85,72,61,71,79,70,80,87,77,Architect,Urban Planner,Interior Designer,Industrial Designer,Graphic Designer
Education,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,62,68,55,70,84,56,57,66,91,79,School Teacher,Professor,Special Education Teacher,College Lecturer,Academic Counselor
Science,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,86,74,79,75,55,85,94,74,31,64,Physicist,Chemist,Mathematician,Statistician,Geologist
all,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,78,67,19,62,70,71,70,38,67,72,Public Relations Manager,Animator,Film Director,Video Editor,Journalist
Science,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,81,100,74,41,68,63,86,69,95,35,Physicist,Chemist,Mathematician,Statistician,Geologist
Forensics,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,75,54,39,61,68,69,69,51,56,72,Criminologist,Forensic Scientist,Crime Scene Investigator,Forensic Psychologist,Digital Forensics Analyst
Aviation,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94,56,52,59,77,97,70,61,45,75,Aircraft Maintenance Engineer,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher
Law & Government,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,48,59,64,77,33,64,46,60,34,95,Social Welfare Officer,Lawyer / Advocate,Judge,Legal Advisor,Public Prosecutor
IT & Computer,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,63,69,56,47,60,81,87,61,55,53,Data Analyst,Data Scientist,Cybersecurity Analyst,Network Engineer,Cloud Engineer
Design,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,50,73,78,60,45,23,51,71,89,68,Interior Designer,Industrial Designer,Graphic Designer,Architect,Urban Planner
all,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,73,41,85,100,66,70,67,73,42,84,IT Project Manager,Public Relations Manager,Doctor,Nurse,Pharmacist
all,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,72,64,64,47,73,75,82,50,53,62,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
Business & Finance,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,67,56,78,88,61,69,62,73,48,61,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
all,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,65,80,70,77,71,60,80,67,56,89,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Education,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,47,47,88,90,48,61,56,82,56,82,School Teacher,Professor,Special Education Teacher,Training Manager,College Lecturer
Business & Finance,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,80,74,100,92,57,82,72,85,64,80,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Aviation,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,60,77,64,74,46,44,75,62,64,76,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher,Aircraft Maintenance Engineer
all,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,55,47,76,91,91,76,47,76,61,87,Social Worker,School Teacher,Professor,Special Education Teacher,Social Welfare Officer
Business & Finance,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,67,81,84,82,67,45,68,90,53,76,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Forensics,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,88,59,19,44,61,81,70,42,63,67,Criminologist,Forensic Scientist,Crime Scene Investigator,Forensic Psychologist,Digital Forensics Analyst
Hospitality,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,35,40,97,80,69,68,35,86,65,80,Hotel Manager,Event Manager,Airline Manager,Wedding Planner,NGO Program Manager
all,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,64,62,61,59,79,84,64,56,44,74,Public Relations Manager,IT Project Manager,Doctor,Nurse,Pharmacist
all,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,74,86,79,82,87,86,83,74,70,67,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
Fashion,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,57,71,73,88,90,59,46,72,97,71,Fashion Designer,Textile Designer,Makeup Artist,Cosmetologist,Fashion Stylist
all,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,72,69,61,52,56,54,59,68,63,51,Animator,Film Director,Video Editor,Journalist,Content Writer
all,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,68,61,57,56,70,91,71,67,79,77,Public Relations Manager,Software Developer,Web Developer,Mobile App Developer,Game Developer
Sports / Fitness,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,67,62,47,81,65,52,61,56,76,84,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
Engineering,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,65,67,56,79,49,48,71,57,62,80,Civil Engineer,Mechanical Engineer,Electrical Engineer,Electronics Engineer,Chemical Engineer
IT & Computer,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,82,58,40,61,93,79,74,40,67,55,Software Developer,Web Developer,Mobile App Developer,Network Engineer,Cloud Engineer
all,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,86,89,67,87,66,65,100,69,63,70,Public Relations Manager,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager
all,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,72,82,63,45,76,85,76,68,94,30,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
all,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24,67,79,82,55,30,43,51,78,84,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager,VFX Artist
Design,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,53,65,57,53,86,62,45,52,81,67,Architect,Urban Planner,Interior Designer,Industrial Designer,Graphic Designer
all,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,24,40,75,98,63,42,44,84,20,92,Doctor,Nurse,Pharmacist,Medical Lab Technologist,Medical Researcher
all,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,44,77,40,73,72,54,34,50,65,89,IT Support Specialist,Technical Consultant,Ethical Hacker,Game Tester,Esports Player
Education,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,67,65,86,72,76,82,58,78,73,80,School Teacher,Professor,Special Education Teacher,Training Manager,Curriculum Developer
